u	v	similarity
21	286	0.243975
21	531	0.258199
21	680	0.140642
21	837	0.218218
21	984	0.000000
21	1148	0.357830
21	1235	0.180702
21	1370	0.101929
21	1415	0.174574
21	1675	0.495610
21	1710	0.226779
21	1715	0.225877
21	1776	0.000000
21	1872	0.203859
21	1989	0.146385
21	2099	0.000000
21	2208	0.236643
21	2261	0.234404
21	2317	0.093761
21	2392	0.106904
21	2734	0.159364
21	2742	0.264820
21	2811	0.211289
21	2956	0.152894
21	3183	0.130931
21	3317	0.000000
21	3513	0.225877
21	3633	0.000000
21	3873	0.255551
21	3925	0.180702
21	3972	0.194520
21	4037	0.225374
21	4351	0.309324
21	4567	0.097590
21	4848	0.199205
22	1063	0.102869
22	1294	0.208333
22	1349	0.166667
22	1639	0.166667
22	1843	0.232104
22	1905	0.172133
22	1924	0.000000
22	2228	0.065372
22	2232	0.058926
22	2896	0.058926
22	3114	0.111111
22	3418	0.000000
22	4087	0.196116
22	4623	0.272166
22	4673	0.261488
22	4722	0.000000
22	4746	0.339683
22	4851	0.213201
23	77	0.174078
23	939	0.000000
23	1391	0.421350
23	1558	0.327327
23	1674	0.240772
23	1869	0.440959
23	2073	0.280056
23	2612	0.385758
23	3595	0.307729
23	3750	0.223607
23	3867	0.204124
23	4115	0.000000
24	643	0.124035
24	932	0.205196
24	933	0.000000
24	1100	0.298807
24	1124	0.217643
24	1327	0.298807
24	1386	0.441129
24	1428	0.000000
24	1604	0.000000
24	2210	0.000000
24	2483	0.395628
24	2594	0.182574
24	2620	0.243975
24	2913	0.205196
24	3596	0.195180
24	3900	0.167705
24	3995	0.210819
24	4137	0.167705
24	4559	0.285774
24	4828	0.250490
25	246	0.335968
25	520	0.000000
25	612	0.281718
25	860	0.314970
25	1006	0.188982
25	1023	0.218218
25	1025	0.356348
25	1054	0.000000
25	1356	0.291606
25	1604	0.360041
25	1632	0.394405
25	1787	0.400501
25	2314	0.317554
25	2608	0.314970
25	2662	0.317554
25	2728	0.411476
25	2813	0.251976
25	3088	0.338062
25	4694	0.000000
25	4713	0.419961
26	72	0.564076
26	176	0.389249
26	1434	0.585018
26	1657	0.000000
26	1946	0.452267
26	2711	0.471940
26	3099	0.526361
26	3151	0.348155
26	3277	0.511891
26	3864	0.585018
26	4123	0.501745
27	155	0.433013
27	300	0.250000
27	804	0.322749
27	1018	0.295804
27	1659	0.471621
27	2160	0.287698
27	2197	0.200446
27	2212	0.417815
27	2524	0.000000
27	2660	0.176777
27	3155	0.381246
27	3435	0.360844
27	4255	0.387298
27	4304	0.258199
27	4397	0.333333
27	4752	0.267261
28	54	0.486664
28	566	0.344124
28	798	0.344124
28	1494	0.000000
28	1542	0.322749
28	1566	0.490990
28	1688	0.424437
28	1963	0.000000
28	2061	0.436436
28	2657	0.322749
28	3389	0.348155
28	3876	0.000000
28	4066	0.450000
28	4114	0.381881
28	4243	0.301511
28	4879	0.426401
29	222	0.133631
29	413	0.187500
29	1463	0.267261
29	1533	0.150756
29	2129	0.278543
29	2236	0.158114
29	2298	0.000000
29	2359	0.158114
29	2593	0.316228
29	2887	0.133631
29	3042	0.303170
29	3643	0.133631
29	4102	0.272772
29	4304	0.000000
29	4537	0.208013
30	148	0.505181
30	480	0.000000
30	925	0.516398
30	1716	0.000000
30	1935	0.463586
30	3026	0.416667
30	3305	0.503953
30	3338	0.298142
30	3539	0.000000
30	3998	0.435194
30	4358	0.420084
31	357	0.384012
31	452	0.337053
31	483	0.324918
31	711	0.240008
31	771	0.224507
31	1280	0.246564
31	1331	0.256632
31	1459	0.259238
31	1478	0.298881
31	1532	0.299342
31	1671	0.211667
31	2206	0.425024
31	2447	0.162459
31	2509	0.327913
31	2735	0.000000
31	2842	0.336011
31	2983	0.192006
31	3208	0.456259
31	3639	0.240966
31	3732	0.300167
31	3755	0.211667
31	3959	0.192006
31	3961	0.000000
31	4067	0.311086
31	4219	0.235159
31	4286	0.327913
31	4293	0.229752
31	4296	0.000000
31	4346	0.000000
31	4437	0.199254
31	4804	0.240008
32	33	0.278207
32	46	0.360302
32	218	0.000000
32	674	0.333849
32	1506	0.161690
32	1562	0.201802
32	2139	0.114332
32	2200	0.073127
32	2379	0.441503
32	2514	0.181902
32	2515	0.245976
32	2810	0.383482
32	3298	0.073127
32	3514	0.230089
32	3728	0.269069
32	4317	0.219382
32	4531	0.080845
33	269	0.296174
33	284	0.410391
33	423	0.333849
33	466	0.236940
33	521	0.435286
33	674	0.315789
33	817	0.145095
33	994	0.276686
33	1506	0.152944
33	1649	0.000000
33	1704	0.264906
33	2379	0.417620
33	2498	0.000000
33	3252	0.359092
33	3298	0.138343
33	3728	0.190885
33	4109	0.245256
33	4517	0.172062
34	709	0.140028
34	1004	0.102062
34	1218	0.136083
34	1507	0.061546
34	1891	0.080064
34	2517	0.166667
34	3127	0.222222
34	3165	0.223607
34	3433	0.327805
34	3497	0.091287
34	4612	0.235702
34	4832	0.288675
35	187	0.000000
35	544	0.363137
35	788	0.286446
35	2567	0.201802
35	2572	0.334497
35	3203	0.326860
35	3286	0.271964
35	3675	0.000000
35	3816	0.250873
35	4120	0.296500
35	4455	0.403604
35	4674	0.416025
35	4715	0.000000
36	97	0.417620
36	119	0.245049
36	363	0.310694
36	468	0.253320
36	477	0.280056
36	640	0.315063
36	757	0.468046
36	939	0.250490
36	973	0.161690
36	1007	0.032125
36	1008	0.202113
36	1049	0.000000
36	1091	0.000000
36	1118	0.289122
36	1172	0.417620
36	1439	0.177123
36	1447	0.337760
36	1473	0.271694
36	1479	0.253320
36	1492	0.224544
36	1584	0.449745
36	1773	0.242536
36	1819	0.000000
36	1907	0.354246
36	1911	0.177123
36	1955	0.295540
36	1957	0.280056
36	1975	0.326732
36	2090	0.673201
36	2262	0.373580
36	2494	0.297044
36	2522	0.397236
36	2701	0.211100
36	2706	0.315063
36	2957	0.299392
36	2975	0.705024
36	2993	0.321246
36	3009	0.140028
36	3159	0.194184
36	3160	0.373580
36	3411	0.323381
36	3430	0.253086
36	3471	0.253086
36	3475	0.280056
36	3846	0.000000
36	4010	0.231034
36	4018	0.161690
36	4088	0.253320
36	4457	0.168880
36	4613	0.282958
36	4833	0.271857
37	790	0.314945
37	1098	0.127257
37	1112	0.000000
37	1535	0.307794
37	1782	0.207514
37	1791	0.162221
37	1997	0.278207
37	2308	0.254514
37	2391	0.000000
37	2610	0.359092
37	2833	0.207514
37	2901	0.097823
37	3069	0.157895
37	3403	0.183942
37	3654	0.138343
37	3886	0.200250
37	4675	0.353209
37	4825	0.355409
37	4859	0.359092
38	599	0.423405
38	823	0.201802
38	1131	0.264628
38	1889	0.375735
38	1895	0.000000
38	2637	0.000000
38	3058	0.404226
38	3067	0.000000
38	3153	0.365636
38	3189	0.415945
38	3265	0.000000
38	4103	0.445132
38	4167	0.285391
38	4171	0.342997
38	4375	0.379628
38	4618	0.306786
38	4626	0.361961
39	143	0.462250
39	166	0.250873
39	658	0.369800
39	1682	0.444750
39	1732	0.000000
39	1760	0.462652
39	2211	0.522976
39	2225	0.370625
39	3142	0.480384
39	3757	0.384615
39	4708	0.334497
39	4783	0.520483
39	4960	0.358057
40	1159	0.000000
40	1222	0.055048
40	1369	0.233550
40	1921	0.233550
40	2128	0.125245
40	2353	0.066667
40	2396	0.112687
40	2838	0.000000
40	3537	0.000000
40	3580	0.000000
40	3601	0.000000
40	4112	0.263523
40	4445	0.062622
40	4711	0.212238
41	120	0.255155
41	323	0.316228
41	637	0.265165
41	769	0.339200
41	884	0.196116
41	971	0.187500
41	975	0.255155
41	1563	0.228218
41	1792	0.000000
41	1904	0.339200
41	2169	0.368605
41	2266	0.208333
41	2275	0.265165
41	2388	0.000000
41	2412	0.612952
41	2512	0.159901
41	2595	0.000000
41	2632	0.000000
41	2741	0.294174
41	2777	0.357217
41	2817	0.000000
41	3008	0.346688
41	3288	0.000000
41	3691	0.291667
41	3708	0.266501
41	3835	0.196116
41	4316	0.266501
41	4392	0.476290
41	4468	0.236228
41	4573	0.153093
41	4602	0.283887
41	4856	0.573415
42	79	0.000000
42	93	0.142857
42	191	0.308607
42	543	0.161165
42	1192	0.308607
42	1297	0.241747
42	1322	0.358569
42	1594	0.324102
42	1886	0.334367
42	2187	0.000000
42	2399	0.222911
42	2593	0.000000
42	2805	0.267261
42	2824	0.066815
43	697	0.192450
43	1158	0.178174
43	1438	0.172133
43	1948	0.100504
43	2077	0.347524
43	2332	0.301511
43	3013	0.288675
43	3295	0.000000
43	3707	0.000000
44	332	0.200446
44	491	0.400000
44	821	0.360844
44	1117	0.193649
44	1261	0.267261
44	1541	0.258199
44	2037	0.469157
44	2384	0.387298
44	2589	0.457496
44	2758	0.242536
44	3019	0.158114
44	3093	0.176777
44	3279	0.158114
44	3583	0.288675
44	4671	0.409946
44	4690	0.312772
45	65	0.466667
45	314	0.501280
45	328	0.405096
45	334	0.429669
45	679	0.547723
45	810	0.000000
45	1019	0.258199
45	1283	0.501280
45	2219	0.495434
45	2599	0.507093
45	3209	0.557007
45	3618	0.602861
45	3855	0.635085
45	4095	0.414039
45	4737	0.430706
46	63	0.000000
46	236	0.306382
46	269	0.335624
46	284	0.373705
46	308	0.000000
46	466	0.335624
46	521	0.440415
46	674	0.298210
46	817	0.234888
46	1236	0.223957
46	1558	0.000000
46	1727	0.214423
46	2048	0.306382
46	2139	0.350150
46	2229	0.214423
46	2379	0.468046
46	2514	0.371391
46	2515	0.502212
46	2606	0.154508
46	3514	0.293610
46	3728	0.309016
46	4312	0.191785
46	4317	0.335936
46	4517	0.185695
46	4620	0.000000
46	4780	0.000000
46	4895	0.306382
47	664	0.223607
47	842	0.284268
47	1217	0.417029
47	1403	0.267261
47	2944	0.344265
47	2951	0.149071
47	3335	0.000000
47	4141	0.000000
47	4643	0.314270
48	225	0.315244
48	408	0.222375
48	584	0.071429
48	908	0.138013
48	1074	0.000000
48	2067	0.299572
48	2249	0.000000
48	2956	0.000000
48	3045	0.296500
48	3135	0.374166
48	3217	0.349927
48	4240	0.241747
48	4378	0.209657
48	4866	0.243975
49	69	0.396059
49	553	0.621582
49	875	0.258544
49	1132	0.285831
49	1351	0.285831
49	1573	0.499134
49	2076	0.561361
49	2100	0.735294
49	2112	0.398527
49	2186	0.485071
49	2188	0.000000
49	2203	0.000000
49	2264	0.228665
49	2280	0.433861
49	2335	0.413670
49	2346	0.332956
49	2573	0.000000
49	2628	0.487088
49	2875	0.310253
49	2884	0.485071
49	3021	0.413670
49	3125	0.413670
49	3219	0.342997
49	3371	0.557370
49	3444	0.361961
49	3693	0.413670
49	4153	0.396059
49	4197	0.498527
49	4220	0.285831
49	4230	0.000000
49	4389	0.361961
49	4511	0.385872
49	4770	0.325396
49	4844	0.627093
50	56	0.195180
50	955	0.282843
50	1101	0.290659
50	1380	0.379628
50	1386	0.000000
50	1867	0.000000
50	1895	0.372104
50	1902	0.309839
50	2378	0.325396
50	2541	0.368932
50	2840	0.335410
50	2923	0.248069
50	2972	0.000000
50	3498	0.362738
50	3526	0.394676
50	3593	0.000000
50	3598	0.346410
50	4110	0.342580
50	4616	0.502079
50	4962	0.362738
51	306	0.423587
51	353	0.238366
51	1173	0.341882
51	1187	0.227921
51	1316	0.341121
51	1352	0.360375
51	2214	0.284901
51	2350	0.000000
51	2393	0.385695
51	2596	0.341394
51	2729	0.236525
51	3052	0.213201
51	3143	0.301511
51	3556	0.369274
51	3859	0.238366
51	4174	0.362620
51	4394	0.258544
51	4459	0.468566
51	4661	0.000000
51	4771	0.272727
51	4891	0.310253
51	4958	0.409995
52	259	0.188982
52	440	0.209657
52	595	0.000000
52	1164	0.299572
52	1497	0.089087
52	1801	0.066815
52	2561	0.167183
52	3039	0.054554
52	3293	0.000000
52	3815	0.137505
52	3927	0.267261
52	4487	0.194461
52	4656	0.000000
52	4717	0.000000
53	119	0.000000
53	609	0.000000
53	732	0.155126
53	858	0.203771
53	963	0.280056
53	1543	0.121268
53	2417	0.000000
53	2479	0.363803
53	2549	0.230089
53	3118	0.000000
53	3422	0.221918
53	3478	0.242536
53	3879	0.285831
53	4350	0.249567
53	4850	0.199363
53	4911	0.181902
53	4950	0.349531
54	267	0.486664
54	550	0.550823
54	566	0.558242
54	577	0.587957
54	639	0.378517
54	697	0.000000
54	798	0.558242
54	1146	0.000000
54	1190	0.000000
54	1214	0.410391
54	1259	0.657129
54	1304	0.486664
54	1542	0.544510
54	1566	0.601793
54	1685	0.433555
54	1688	0.511478
54	2041	0.613139
54	2061	0.566394
54	2095	0.433555
54	2316	0.404929
54	2397	0.520266
54	2657	0.376969
54	3063	0.421464
54	3119	0.550823
54	3385	0.449921
54	3389	0.734217
54	3686	0.553372
54	3909	0.460739
54	4066	0.616441
54	4114	0.566394
54	4159	0.000000
54	4182	0.449921
54	4243	0.342381
54	4494	0.642685
54	4792	0.421464
54	4879	0.622543
54	4930	0.307794
55	521	0.286039
55	1450	0.272727
55	1461	0.190693
55	2048	0.142134
55	2379	0.295540
55	2515	0.305788
55	2606	0.250873
55	2810	0.286039
55	4072	0.000000
55	4109	0.161165
55	4200	0.000000
56	140	0.218218
56	277	0.270031
56	425	0.000000
56	815	0.000000
56	1734	0.257172
56	1902	0.403162
56	1999	0.263181
56	2366	0.377964
56	2836	0.242091
56	2840	0.409159
56	3357	0.197386
56	3370	0.302614
56	3456	0.251976
56	3507	0.145479
56	3598	0.366234
56	3604	0.349927
56	4008	0.000000
56	4110	0.411476
56	4126	0.427960
56	4411	0.188982
57	145	0.190693
57	1135	0.241747
57	1795	0.000000
57	3131	0.426401
57	3453	0.402911
57	3770	0.363636
57	4048	0.376889
57	4096	0.539360
57	4319	0.241747
57	4764	0.334497
57	4790	0.492366
58	370	0.000000
58	755	0.292685
58	987	0.190693
58	1191	0.258544
58	1488	0.237542
58	1827	0.395348
58	1839	0.201008
58	2160	0.000000
58	2288	0.297842
58	2299	0.227921
58	2413	0.296078
58	2450	0.269680
58	2474	0.177394
58	2909	0.333712
58	3081	0.418511
58	3111	0.000000
58	3465	0.319801
58	4710	0.106600
58	4729	0.206835
58	4912	0.220193
58	4949	0.110096
59	328	0.283069
59	418	0.000000
59	2219	0.307729
59	2599	0.314970
59	2665	0.433013
59	2693	0.397360
59	2791	0.000000
59	3072	0.288675
59	3089	0.044023
59	3618	0.362933
59	3713	0.385758
59	4806	0.000000
60	717	0.250000
60	814	0.308607
60	1267	0.308607
60	1347	0.231455
60	2458	0.397360
60	2799	0.541736
60	3253	0.333333
60	3611	0.341565
60	4077	0.365148
60	4229	0.000000
60	4402	0.272166
60	4697	0.502519
61	85	0.237171
61	302	0.391312
61	508	0.336788
61	580	0.344124
61	768	0.294628
61	937	0.267261
61	1171	0.208013
61	1260	0.229416
61	2106	0.000000
61	3033	0.208514
61	3167	0.129099
61	3196	0.000000
61	3198	0.208013
61	4268	0.410997
61	4440	0.000000
61	4918	0.400892
62	101	0.224065
62	1076	0.260875
62	1307	0.267261
62	1521	0.000000
62	1709	0.204124
62	2097	0.167705
62	2409	0.277350
62	2708	0.235702
62	2924	0.114708
62	3491	0.316228
62	3535	0.079057
62	3740	0.000000
62	3928	0.250000
62	4200	0.200446
62	4661	0.303170
62	4847	0.268926
63	421	0.429058
63	610	0.129099
63	927	0.223607
63	1005	0.141421
63	1014	0.000000
63	1061	0.379628
63	1736	0.237171
63	1824	0.000000
63	1971	0.202260
63	2210	0.409946
63	2443	0.387298
63	2517	0.301232
63	2736	0.311400
63	2913	0.000000
63	3127	0.258199
63	3165	0.288675
63	3433	0.326464
63	3749	0.193649
63	4832	0.372678
64	102	0.212132
64	208	0.242536
64	533	0.188982
64	812	0.216506
64	892	0.208013
64	989	0.088388
64	1045	0.066815
64	1146	0.167705
64	1597	0.000000
64	1712	0.200000
64	1834	0.121268
64	2697	0.225924
64	2949	0.237171
64	3233	0.187500
64	4533	0.306186
64	4888	0.223607
65	314	0.286446
65	328	0.455733
65	334	0.501280
65	420	0.408248
65	2146	0.000000
65	3072	0.387298
65	3148	0.473879
65	3209	0.557007
65	3409	0.533333
65	3618	0.556487
65	3710	0.483046
65	3855	0.519615
65	4737	0.484544
65	4966	0.000000
66	78	0.341882
66	186	0.257130
66	398	0.455842
66	453	0.426401
66	460	0.319801
66	930	0.430820
66	946	0.512823
66	1354	0.000000
66	1360	0.369274
66	1516	0.000000
66	2094	0.341882
66	2647	0.369274
66	3174	0.440386
66	3631	0.511766
66	3658	0.341882
66	3832	0.398862
66	3923	0.385695
66	3940	0.545455
66	4159	0.429058
66	4177	0.430820
66	4265	0.000000
66	4717	0.269680
67	352	0.181902
67	1420	0.208013
67	1488	0.232119
67	1637	0.335410
67	1827	0.298020
67	1972	0.223607
67	2288	0.222250
67	3081	0.288675
67	3227	0.000000
67	3325	0.167705
67	3465	0.125000
67	3574	0.088388
67	3614	0.000000
67	4038	0.200446
67	4375	0.000000
67	4552	0.277350
68	515	0.416025
68	573	0.130744
68	1065	0.210819
68	1548	0.261488
68	1601	0.294628
68	1980	0.432590
68	2003	0.326860
68	2271	0.355335
68	3069	0.000000
68	3103	0.285831
68	3124	0.333333
68	3374	0.282843
68	3971	0.272166
68	3999	0.323575
68	4150	0.374634
68	4188	0.000000
68	4342	0.000000
68	4636	0.392232
69	1140	0.000000
69	2100	0.396059
69	2186	0.204124
69	2386	0.000000
69	2485	0.000000
69	2628	0.372678
69	2875	0.261116
69	2884	0.340207
69	3371	0.288675
69	4197	0.258199
69	4844	0.444444
70	493	0.217643
70	689	0.000000
70	780	0.172062
70	960	0.000000
70	1488	0.255609
70	1530	0.172062
70	1827	0.273482
70	2014	0.000000
70	2288	0.437037
70	2539	0.362738
70	2909	0.205196
70	2964	0.195646
70	3081	0.317888
70	3325	0.205196
70	3538	0.132453
70	4016	0.190885
70	4451	0.264906
70	4949	0.177705
71	125	0.000000
71	249	0.320256
71	301	0.450835
71	458	0.320750
71	480	0.388889
71	551	0.328244
71	1038	0.280056
71	1102	0.198762
71	1194	0.326732
71	1221	0.467099
71	2293	0.174078
71	2540	0.000000
71	2616	0.280056
71	2848	0.333333
71	2900	0.000000
71	2992	0.277778
71	3062	0.264198
71	3463	0.000000
71	3520	0.257172
71	3811	0.121716
71	3971	0.000000
71	4073	0.198762
71	4168	0.272166
71	4212	0.205738
71	4283	0.232104
71	4794	0.290129
71	4846	0.256600
72	1434	0.583383
72	1946	0.534522
72	2120	0.000000
72	2480	0.000000
72	2711	0.537853
72	3099	0.524891
72	3129	0.334077
72	3151	0.540062
72	3767	0.444750
72	3864	0.648204
72	4123	0.592999
72	4651	0.518875
72	4761	0.566947
73	118	0.223607
73	312	0.314970
73	341	0.071067
73	921	0.251976
73	995	0.000000
73	1233	0.270369
73	2399	0.000000
73	2773	0.392232
73	3094	0.353553
73	3144	0.471405
73	3182	0.188982
73	3386	0.316228
73	3518	0.000000
73	3531	0.000000
73	3650	0.000000
73	4922	0.392232
73	4933	0.314970
73	4965	0.333333
74	276	0.000000
74	450	0.162698
74	479	0.299392
74	755	0.142695
74	847	0.187867
74	1017	0.269069
74	1772	0.000000
74	1837	0.117647
74	1972	0.108465
74	2288	0.308021
74	2995	0.206835
74	3081	0.364073
74	3465	0.121268
74	3545	0.000000
74	3672	0.206835
74	3834	0.211100
74	3996	0.142695
75	172	0.000000
75	220	0.000000
75	598	0.143509
75	1062	0.260133
75	1440	0.351480
75	1826	0.242100
75	1851	0.122628
75	2131	0.283887
75	2136	0.286630
75	2404	0.173422
75	2461	0.000000
75	2492	0.301726
75	3181	0.000000
75	3273	0.383413
75	3398	0.306570
75	3616	0.229416
75	3727	0.360510
75	3888	0.270369
75	4036	0.381771
76	306	0.000000
76	508	0.361158
76	529	0.303433
76	1020	0.364013
76	1171	0.173494
76	1245	0.269191
76	1260	0.334855
76	1531	0.361158
76	1546	0.231326
76	1924	0.000000
76	2597	0.260870
76	2683	0.404820
76	3027	0.180579
76	3033	0.347826
76	3469	0.289157
76	3736	0.000000
76	3879	0.000000
76	4127	0.354005
76	4268	0.445634
76	4683	0.334855
76	4901	0.000000
76	4918	0.167183
77	129	0.100504
77	1558	0.227921
77	1609	0.071067
77	2140	0.095346
77	2306	0.000000
77	2624	0.241747
77	3595	0.257130
77	3607	0.261116
77	4671	0.000000
77	4676	0.087039
78	736	0.000000
78	1401	0.000000
78	2094	0.214286
