u	v	similarity
9	148	0.5821817364
9	168	0.5070925528
9	324	0.1058512248
9	467	0.0872871561
9	925	0.7619047619
9	1106	0.1001252349
9	1602	0.5921565255
9	1935	0.6831300511
9	1947	0.5248906592
9	2051	0.5657789499
9	2288	0.0549857399
9	2408	0.5921565255
9	3173	0.5263613560
9	3242	0.5832118435
9	3305	0.6048147368
9	3338	0.5455447256
9	3826	0.1058512248
9	4012	0.5447047794
9	4358	0.6172133998
10	342	0.2876982278
10	396	0.4513781162
10	457	0.2712444904
10	501	0.2796163947
10	509	0.3191725268
10	840	0.3191725268
10	1164	0.4418939582
10	1497	0.2079500980
10	1553	0.4411287733
10	2050	0.0774984258
10	2054	0.0774984258
10	2075	0.0878749550
10	2451	0.3075623426
10	2470	0.3395810880
10	2471	0.2478407985
10	2486	0.3663375065
10	2916	0.4262413421
10	3034	0.4649905550
10	3039	0.4274373670
10	3311	0.3676073110
10	3399	0.0797452223
10	3437	0.3588535003
10	3563	0.2636248651
10	3815	0.4724045122
10	3905	0.3119251469
10	3931	0.4393747752
10	3963	0.3487429162
10	3990	0.2279803763
10	4055	0.3770751436
10	4083	0.3639126714
10	4186	0.4349588362
10	4191	0.3676073110
10	4315	0.4931969619
10	4381	0.4026936331
10	4656	0.2847473987
10	4886	0.2640100002
11	264	0.3529411765
11	486	0.2504897164
11	1074	0.2592814894
11	1613	0.2352941176
11	1619	0.3858718166
11	1858	0.3001225240
11	2007	0.4365641251
11	2287	0.3131121455
11	2582	0.3363363970
11	2910	0.0933520056
11	3091	0.3034330425
11	3797	0.3500700210
11	3827	0.4387634545
11	4146	0.2352941176
11	4321	0.0990147543
11	4506	0.1252448582
12	489	0.2696799450
12	531	0.2272727273
12	680	0.2849014411
12	1464	0.3198010745
12	1668	0.2585438450
12	1675	0.4395245365
12	1680	0.4432026302
12	1715	0.3853373178
12	2084	0.0820609940
12	2222	0.2365249584
12	2392	0.2571297386
12	2734	0.2934695928
12	2742	0.2925089697
12	2822	0.2585438450
12	2999	0.2461829820
12	3183	0.2665008954
12	3968	0.3692744729
12	4351	0.3535533906
12	4567	0.3547874376
12	4603	0.3912927904
12	4756	0.2445579940
13	29	0.2970442629
13	268	0.4455663943
13	1268	0.4082482905
13	1544	0.4330127019
13	2078	0.3818813079
13	2129	0.5217491947
13	2248	0.3396831102
13	2251	0.3689323937
13	2359	0.3692744729
13	2502	0.1091089451
13	2593	0.5419402061
13	2887	0.3162277660
13	3089	0.5231388367
13	3269	0.5445811486
13	3627	0.3273268354
13	3768	0.3396831102
13	3874	0.2635231383
13	3898	0.3651483717
13	4269	0.4082482905
13	4669	0.3849001795
13	4689	0.2721655270
13	4811	0.1020620726
13	4868	0.2970442629
14	25	0.4730499168
14	246	0.4193139347
14	860	0.6153846154
14	1356	0.5012804118
14	1632	0.5547001962
14	1781	0.4280863447
14	2323	0.1432229748
14	2523	0.3846153846
14	2728	0.3817708578
14	4119	0.3466876226
14	4665	0.4756514942
14	4713	0.4193139347
15	654	0.1601281538
15	966	0.2080125736
15	1336	0.3817708578
15	1913	0.3466876226
15	2120	0.2420910131
15	2477	0.2537729607
15	2930	0.2888632579
15	2958	0.3202563076
15	3108	0.3026137663
15	3483	0.2148344622
15	3519	0.1672484020
15	3884	0.3599370165
16	133	0.8333333333
16	525	0.6851601597
16	718	0.5892556510
16	1199	0.1178511302
16	1201	0.5270462767
16	1295	0.6546536707
16	1427	0.5892556510
16	1549	0.7759402898
16	1925	0.7492686493
16	2564	0.7426106572
16	2837	0.5797509044
16	3100	0.5163977795
16	3101	0.6227523688
16	3157	0.5661385171
16	3285	0.1360827635
16	3339	0.5892556510
16	3724	0.5455447256
16	3997	0.6227523688
16	4130	0.8703882798
16	4233	0.5661385171
16	4753	0.5892556510
16	4813	0.7492686493
17	294	0.5687964590
17	1292	0.5716619505
17	1341	0.3834824944
17	1346	0.1058512248
17	1908	0.4708709558
17	2070	0.5185629788
17	2089	0.6534640392
17	2560	0.5601120336
17	2607	0.5118906969
17	2686	0.5965587590
17	3055	0.6183469424
17	3707	0.1533929978
17	4144	0.6880329612
17	4226	0.5564148841
17	4261	0.6301260378
17	4513	0.6063390626
18	76	0.4681910919
18	128	0.4626519456
18	508	0.3940552031
18	529	0.4423258685
18	937	0.4845437119
18	1171	0.3343669275
18	1245	0.4691574316
18	1260	0.4196271637
18	1398	0.5128776445
18	1672	0.0932504808
18	1765	0.3348554113
18	1933	0.2786391063
18	2609	0.3768673314
18	3027	0.4048204524
18	3033	0.5533167450
18	3198	0.3343669275
18	3447	0.4170288281
18	3469	0.4458225701
18	3592	0.3034330425
18	4268	0.6426845869
18	4843	0.5383819021
18	4892	0.4458225701
19	369	0.6063390626
19	838	0.6063390626
19	1650	0.5185629788
19	2156	0.5381382352
19	2547	0.4708709558
19	2633	0.5882352941
19	3244	0.1176470588
19	3461	0.4383570038
19	3511	0.5457051563
19	3656	0.4900980294
19	3663	0.4537426065
19	3721	0.0970142500
19	3746	0.5185629788
19	4099	0.4537426065
19	4417	0.5601120336
19	4911	0.1176470588
20	70	0.4290581652
20	352	0.4020151261
20	659	0.4136701520
20	780	0.3102526140
20	847	0.2132007164
20	1488	0.3892494721
20	2288	0.4834937784
20	2413	0.3901536533
20	2539	0.3856946079
20	2876	0.3853373178
20	2964	0.4000988020
20	3081	0.4402043892
20	3166	0.0836242010
20	3169	0.0889108449
20	3196	0.4545454545
20	3538	0.4432026302
20	3672	0.3556433796
20	3834	0.3656362121
20	3989	0.3988620176
20	3996	0.3692744729
21	286	0.3235751145
21	531	0.3198010745
21	680	0.2227177016
21	837	0.2916666667
21	984	0.1111111111
21	1148	0.4094615124
21	1235	0.2581988897
21	1370	0.1924500897
21	1415	0.2500000000
21	1675	0.5254938542
21	1710	0.2909571870
21	1715	0.3012320380
21	1776	0.0924500327
21	1872	0.2886751346
21	1989	0.2311250818
21	2099	0.0666666667
21	2208	0.2941742027
21	2261	0.3118047822
21	2317	0.1781741613
21	2392	0.2010075631
21	2734	0.2294157339
21	2742	0.3144140728
21	2811	0.2829582292
21	2956	0.2405626122
21	3183	0.2083333333
21	3317	0.0808452083
21	3513	0.3012320380
21	3633	0.0680413817
21	3873	0.3094922303
21	3925	0.2581988897
21	3972	0.2433321317
21	4037	0.3162277660
21	4351	0.3517632353
21	4567	0.1849000654
21	4848	0.2676516895
22	1063	0.1956463952
22	1294	0.2795530723
22	1349	0.2396169191
22	1639	0.2631578947
22	1843	0.2802759273
22	1905	0.2472256930
22	1924	0.0978231976
22	2228	0.1839418018
22	2232	0.1669244652
22	2896	0.1669244652
22	3114	0.2105263158
22	3418	0.1052631579
22	4087	0.3065696697
22	4623	0.3468439878
22	4673	0.3151267458
22	4722	0.1226278679
22	4746	0.3990119376
22	4851	0.3311330893
23	77	0.3202563076
23	939	0.1210455065
23	1391	0.5095246654
23	1558	0.4120209621
23	1674	0.3396831102
23	1869	0.5321811564
23	2073	0.3922322703
23	2612	0.5012804118
23	3595	0.4048204524
23	3750	0.3466876226
23	3867	0.3181423815
23	4115	0.0747957592
24	643	0.2332847374
24	932	0.2927700219
24	933	0.1380131119
24	1100	0.3944053189
24	1124	0.2795426231
24	1327	0.3944053189
24	1386	0.4955946278
24	1428	0.0890870806
24	1604	0.1001252349
24	2210	0.0717496003
24	2483	0.4456249099
24	2594	0.2618614683
24	2620	0.3256694736
24	2913	0.2927700219
24	3596	0.2791452631
24	3900	0.2646280620
24	3995	0.3003757046
24	4137	0.2646280620
24	4559	0.3527378108
24	4828	0.3026137663
25	246	0.4029114820
25	520	0.0930484210
25	612	0.3731012536
25	860	0.4139186772
25	1006	0.2956561980
25	1023	0.3370999312
25	1025	0.4264014327
25	1054	0.0978231976
25	1356	0.3853373178
25	1604	0.4402043892
25	1632	0.4797016118
25	1787	0.4767312946
25	2314	0.4020151261
25	2608	0.4139186772
25	2662	0.4020151261
25	2728	0.4891159880
25	2813	0.3547874376
25	3088	0.4264014327
25	4694	0.0930484210
25	4713	0.4834937784
26	72	0.6708203932
26	176	0.5051814855
26	1434	0.6804138174
26	1657	0.1290994449
26	1946	0.5601120336
26	2711	0.5669467095
26	3099	0.6154574549
26	3151	0.4803844614
26	3277	0.6123724357
26	3864	0.6804138174
26	4123	0.6172133998
27	155	0.5381382352
27	300	0.3529411765
27	804	0.4244373438
27	1018	0.3638034376
27	1659	0.5329480401
27	2160	0.3541002639
27	2197	0.3131121455
27	2212	0.4870881870
27	2524	0.1296407447
27	2660	0.2782074420
27	3155	0.4387634545
27	3435	0.4708709558
27	4255	0.4850712501
27	4304	0.3638034376
27	4397	0.4601789933
27	4752	0.3757345747
28	54	0.5437149462
28	566	0.4338609156
28	798	0.4338609156
28	1494	0.1252448582
28	1542	0.4244373438
28	1566	0.5687964590
28	1688	0.5144957554
28	1963	0.1400280084
28	2061	0.5170876900
28	2657	0.4244373438
28	3389	0.4159451654
28	3876	0.0666296605
28	4066	0.5232166436
28	4114	0.4653789210
28	4243	0.4200840252
28	4879	0.5057217374
29	222	0.2504897164
29	413	0.2941176471
29	1463	0.3757345747
29	1533	0.2800560168
29	2129	0.3542459542
29	2236	0.2925089697
29	2298	0.1462544848
29	2359	0.2925089697
29	2593	0.3787770095
29	2887	0.2504897164
29	3042	0.4001633653
29	3643	0.2504897164
29	4102	0.3619613830
29	4304	0.1212678125
29	4537	0.3241018618
30	148	0.6054055146
30	480	0.1538461538
30	925	0.6052275327
30	1716	0.1087856586
30	1935	0.5581563057
30	3026	0.5384615385
30	3305	0.5913123960
30	3338	0.4160251472
30	3539	0.1210455065
30	3998	0.5604485383
30	4358	0.5229763604
31	357	0.4214636152
31	452	0.3969283101
31	483	0.4082482905
31	711	0.3195048252
31	771	0.3001225240
31	1280	0.3061862178
31	1331	0.3181980515
31	1459	0.3432032365
31	1478	0.3779644730
31	1532	0.3487429162
31	1671	0.2838874870
31	2206	0.4714045208
31	2447	0.2551551815
31	2509	0.3810003810
31	2735	0.0883883476
31	2842	0.4107919181
31	2983	0.2738612788
31	3208	0.4866642634
31	3639	0.3086066999
31	3732	0.3550234734
31	3755	0.2838874870
31	3959	0.2738612788
31	3961	0.0883883476
31	4067	0.3922322703
31	4219	0.3015113446
31	4286	0.3810003810
31	4293	0.2948839123
31	4296	0.0980580676
31	4346	0.1020620726
31	4437	0.2834733548
31	4804	0.3195048252
32	33	0.3689323937
32	46	0.4303314829
32	218	0.1143323901
32	674	0.4216370214
32	1506	0.2981423970
32	1562	0.3149703942
32	2139	0.2162952282
32	2200	0.2041241452
32	2379	0.4902903378
32	2514	0.2858309752
32	2515	0.3142696805
32	2810	0.4974683382
32	3298	0.2041241452
32	3514	0.3553345273
32	3728	0.3779644730
32	4317	0.3402069087
32	4531	0.2236067977
33	269	0.3913118961
33	284	0.4879500365
33	423	0.4216370214
33	466	0.3354101966
33	521	0.4889012070
33	674	0.4000000000
33	817	0.2696799450
33	994	0.3872983346
33	1506	0.2828427125
33	1649	0.1240347346
33	1704	0.3721042038
33	2379	0.4651302547
33	2498	0.1054092553
33	3252	0.4391550328
33	3298	0.2581988897
33	3728	0.2988071523
33	4109	0.3464101615
33	4517	0.2711630723
34	709	0.2614881802
34	1004	0.2773500981
34	1218	0.2545139052
34	1507	0.1734944796
34	1891	0.2223747950
34	2517	0.2620712092
34	3127	0.3144854510
34	3165	0.3466876226
34	3433	0.3997040325
34	3497	0.2508726030
34	4612	0.3328201177
34	4832	0.4385290097
35	187	0.1114556425
35	544	0.4558423058
35	788	0.4008918629
35	2567	0.3149703942
35	2572	0.4629100499
35	3203	0.4291975376
35	3286	0.3600411499
35	3675	0.0684385911
35	3816	0.3857583749
35	4120	0.4140393356
35	4455	0.5039526307
35	4674	0.5185629788
35	4715	0.1069044968
36	97	0.4651302547
36	119	0.3027027573
36	363	0.3706246583
36	468	0.3202563076
36	477	0.3508232077
36	640	0.3699700367
36	757	0.5063696835
36	939	0.3026137663
36	973	0.2307692308
36	1007	0.0930260509
36	1008	0.2692307692
36	1049	0.0636284763
36	1091	0.0741249317
36	1118	0.3410955201
36	1172	0.4651302547
36	1439	0.2508726030
36	1447	0.4003203845
36	1473	0.3268602252
36	1479	0.3202563076
36	1492	0.2864459496
36	1584	0.4961389384
36	1773	0.3076923077
36	1819	0.0543928293
36	1907	0.4181210050
36	1911	0.2508726030
36	1955	0.3602883461
36	1957	0.3508232077
36	1975	0.3946761087
36	2090	0.6982375044
36	2262	0.4249182928
36	2494	0.3499566196
36	2522	0.4434842970
36	2701	0.2802242692
36	2706	0.3699700367
36	2957	0.3580574370
36	2975	0.7279763448
36	2993	0.3721042038
36	3009	0.2192645048
36	3159	0.2594372608
36	3160	0.4249182928
36	3411	0.3846153846
36	3430	0.3120188604
36	3471	0.3120188604
36	3475	0.3363363970
36	3846	0.0636284763
36	4010	0.2863281433
36	4018	0.2307692308
36	4088	0.3202563076
36	4457	0.2401922307
36	4613	0.3461538462
36	4833	0.3335621925
37	790	0.3872983346
37	1098	0.2390457219
37	1112	0.0803219329
37	1535	0.3903600292
37	1782	0.3227486122
37	1791	0.2981423970
37	1997	0.3689323937
37	2308	0.3585685828
37	2391	0.0953462589
37	2610	0.4391550328
37	2833	0.3227486122
37	2901	0.1865009616
37	3069	0.2500000000
37	3403	0.2886751346
37	3654	0.2581988897
37	3886	0.2860387768
37	4675	0.4225771274
37	4825	0.4472135955
37	4859	0.4391550328
38	599	0.5025189076
38	823	0.3149703942
38	1131	0.3517632353
38	1889	0.4714045208
38	1895	0.1259881577
38	2637	0.1259881577
38	3058	0.5217491947
38	3067	0.1360827635
38	3153	0.4762896722
38	3189	0.4780914437
38	3265	0.1307440901
38	4103	0.5270462767
38	4167	0.3628873693
38	4171	0.4325904563
38	4375	0.4629100499
38	4618	0.4264014327
38	4626	0.4423258685
39	143	0.5916079783
39	166	0.3857583749
39	658	0.5070925528
39	1682	0.5520524475
39	1732	0.1543033500
39	1760	0.5455447256
39	2211	0.6131393395
39	2225	0.4830458915
39	3142	0.5929994533
39	3757	0.5000000000
39	4708	0.4629100499
39	4783	0.6000991981
39	4960	0.4677071733
40	1159	0.1178511302
40	1222	0.1563858105
40	1369	0.3608439182
40	1921	0.3608439182
40	2128	0.2357022604
40	2353	0.1875000000
40	2396	0.2132007164
40	2838	0.1336306210
40	3537	0.0845154255
40	3580	0.1290994449
40	3601	0.1147078669
40	4112	0.3500000000
40	4445	0.1767766953
40	4711	0.2838874870
41	120	0.3379631847
41	323	0.3798685882
41	637	0.3377602647
41	769	0.3992747048
41	884	0.2791452631
41	971	0.2901294266
41	975	0.3379631847
41	1563	0.3046358979
41	1792	0.0820609940
41	1904	0.3992747048
41	2169	0.4264014327
41	2266	0.2795530723
41	2275	0.3377602647
41	2388	0.0820609940
41	2412	0.6487491201
41	2512	0.2512594538
41	2595	0.0606060606
41	2632	0.0898933150
41	2741	0.3721936842
41	2777	0.4345240946
41	2817	0.0820609940
41	3008	0.4020151261
41	3288	0.0725954009
41	3691	0.3594253787
41	3708	0.3517632353
41	3835	0.2791452631
41	4316	0.3517632353
41	4392	0.5263613560
41	4468	0.3146266025
41	4573	0.2414022748
41	4602	0.3503245249
41	4856	0.6094040593
42	79	0.1290994449
42	93	0.2666666667
42	191	0.4296689244
42	543	0.2981423970
42	1192	0.4296689244
42	1297	0.3726779962
42	1322	0.4507489359
42	1594	0.4260064336
42	1886	0.4216370214
42	2187	0.0912870929
42	2399	0.3162277660
42	2593	0.0806477839
42	2805	0.4082482905
42	2824	0.1878672873
43	697	0.3508232077
43	1158	0.3265986324
43	1438	0.3162277660
43	1948	0.2738612788
43	2077	0.4518480571
43	2332	0.4564354646
43	3013	0.4385290097
43	3295	0.1533929978
43	3707	0.2000000000
44	332	0.3131121455
44	491	0.4756514942
44	821	0.4708709558
44	1117	0.3031695313
44	1261	0.3757345747
44	1541	0.3638034376
44	2037	0.5445811486
44	2384	0.4850712501
44	2589	0.5118906969
44	2758	0.3429971703
44	3019	0.2925089697
44	3093	0.2782074420
44	3279	0.2925089697
44	3583	0.4036036764
44	4671	0.4648790509
44	4690	0.3960590172
45	65	0.5625000000
45	314	0.6013377943
45	328	0.4811252243
45	334	0.5345224838
45	679	0.6308932681
45	810	0.1290994449
45	1019	0.3952847075
45	1283	0.6013377943
45	2219	0.5734146387
45	2599	0.5863019700
45	3209	0.6254627916
45	3618	0.6629126074
45	3855	0.7092081433
45	4095	0.5163977795
45	4737	0.5103103631
46	63	0.0796819073
46	236	0.3769685175
46	269	0.4107919181
46	284	0.4382504901
46	308	0.0942809042
46	466	0.4107919181
46	521	0.4847260562
46	674	0.3674234614
46	817	0.3302891295
46	1236	0.3162277660
46	1558	0.0678063504
46	1727	0.3038218101
46	2048	0.3769685175
46	2139	0.4188539083
46	2229	0.3038218101
46	2379	0.5063696835
46	2514	0.4428074428
46	2515	0.5477225575
46	2606	0.2439750182
46	3514	0.3853373178
46	3728	0.3903600292
46	4312	0.2738612788
46	4317	0.4216370214
46	4517	0.2656844657
46	4620	0.0816496581
46	4780	0.0975900073
46	4895	0.3769685175
47	664	0.3450327797
47	842	0.3956282840
47	1217	0.5163977795
47	1403	0.4082482905
47	2944	0.4743416490
47	2951	0.2760262237
47	3335	0.1490711985
47	4141	0.1414213562
47	4643	0.4352857501
48	225	0.3766217886
48	408	0.3450327797
48	584	0.2000000000
48	908	0.2581988897
48	1074	0.1380131119
48	2067	0.3674234614
48	2249	0.1432229748
48	2956	0.1490711985
48	3045	0.4140393356
48	3135	0.4557327152
48	3217	0.4403855061
48	4240	0.3726779962
48	4378	0.2981423970
48	4866	0.3246172270
49	69	0.4688072309
49	553	0.6696620080
49	875	0.3415650255
49	1132	0.3741657387
49	1351	0.3741657387
49	1573	0.5577733510
49	2076	0.6126374746
49	2100	0.7714285714
49	2112	0.4648348401
49	2186	0.5428967140
49	2188	0.0775566734
49	2203	0.0819920062
49	2264	0.3207134903
49	2280	0.5096471914
49	2335	0.4879500365
49	2346	0.4065785563
49	2573	0.0819920062
49	2628	0.5493502656
49	2875	0.3903600292
49	2884	0.5428967140
49	3021	0.4879500365
49	3125	0.4879500365
49	3219	0.4276179871
49	3371	0.6149400463
49	3444	0.4391550328
49	3693	0.4879500365
49	4153	0.4688072309
49	4197	0.5532833352
49	4220	0.3741657387
49	4230	0.0819920062
49	4389	0.4391550328
49	4511	0.4509560339
49	4770	0.4077177532
49	4844	0.6708203932
50	56	0.2791452631
50	955	0.3947710170
50	1101	0.3585685828
50	1380	0.4629100499
50	1386	0.0707992325
50	1867	0.1380131119
50	1895	0.4665694748
50	1902	0.3504383220
50	2378	0.4114755999
50	2541	0.4505635569
50	2840	0.3789323734
50	2923	0.3499271061
50	2972	0.1091089451
50	3498	0.4193139347
50	3526	0.4619565781
50	3593	0.0824786099
50	3598	0.3911591294
50	4110	0.3831070832
50	4616	0.5673665146
50	4962	0.4193139347
51	306	0.4654478265
51	353	0.3185110286
51	1173	0.4307055216
51	1187	0.3230291412
51	1316	0.4089304101
51	1352	0.4170288281
51	2214	0.3768673314
51	2350	0.1257389227
51	2393	0.4815434123
51	2596	0.3956282840
51	2729	0.3343669275
51	3052	0.3034330425
51	3143	0.3503742975
51	3556	0.4626519456
51	3859	0.3185110286
51	4174	0.4259217010
51	4394	0.3440312310
51	4459	0.5107539185
51	4661	0.0982946374
51	4771	0.3478260870
51	4891	0.3931785497
51	4958	0.4540034831
52	259	0.2961744389
52	440	0.2981423970
52	595	0.1290994449
52	1164	0.3674234614
52	1497	0.2449489743
52	1801	0.1878672873
52	2561	0.2635231383
52	3039	0.1549193338
52	3293	0.1290994449
52	3815	0.2182178902
52	3927	0.3757345747
52	4487	0.3042903097
52	4656	0.1490711985
52	4717	0.1556997888
53	119	0.1143323901
53	609	0.1178511302
53	732	0.2457365936
53	858	0.2614881802
53	963	0.3922322703
53	1543	0.2286647802
53	2417	0.0727392967
53	2479	0.4573295604
53	2549	0.3553345273
53	3118	0.1217161239
53	3422	0.2842676218
53	3478	0.3429971703
53	3879	0.3785166493
53	4350	0.3187276292
53	4850	0.2676516895
53	4911	0.2858309752
53	4950	0.4099457959
54	267	0.5437149462
54	550	0.6038810849
54	566	0.6086976429
54	577	0.6343915351
54	639	0.4557327152
54	697	0.0888231183
54	798	0.6086976429
54	1146	0.0698856558
54	1190	0.0640512615
54	1214	0.4828045496
54	1259	0.7011695915
54	1304	0.5437149462
54	1542	0.6004805768
54	1566	0.6486493049
54	1685	0.4961389384
54	1688	0.5661385171
54	2041	0.6541711368
54	2061	0.6145098678
54	2095	0.4961389384
54	2316	0.4707565418
54	2397	0.5788287614
54	2657	0.4403524230
54	3063	0.4885271509
54	3119	0.6038810849
54	3385	0.5135525910
54	3389	0.7689290509
54	3686	0.6010025070
54	3909	0.5204164999
54	4066	0.6594780077
54	4114	0.6145098678
54	4159	0.0698856558
54	4182	0.5135525910
54	4243	0.4160251472
54	4494	0.6864064730
54	4792	0.4885271509
54	4879	0.6677805633
54	4930	0.3862436397
55	521	0.3606678539
55	1450	0.4166666667
55	1461	0.3481553119
55	2048	0.2649064714
55	2379	0.3602883461
55	2515	0.3849001795
55	2606	0.3857583749
55	2810	0.4351941399
55	4072	0.0666666667
55	4109	0.2981423970
55	4200	0.1490711985
56	140	0.2926847035
56	277	0.3340213286
56	425	0.0805822964
56	815	0.1005037815
56	1734	0.3423811916
56	1902	0.4402043892
56	1999	0.3692744729
56	2366	0.4730499168
56	2836	0.3418817294
56	2840	0.4495530025
56	3357	0.3077287274
56	3370	0.3988620176
56	3456	0.3223291856
56	3507	0.2696799450
56	3598	0.4094633178
56	3604	0.4403855061
56	4008	0.1100963765
56	4110	0.4491586157
56	4126	0.4923659639
56	4411	0.2956561980
57	145	0.3481553119
57	1135	0.3726779962
57	1795	0.1324532357
57	3131	0.5298129428
57	3453	0.5217491947
57	3770	0.5000000000
57	4048	0.4900980294
57	4096	0.6299407883
57	4319	0.3726779962
57	4764	0.4629100499
57	4790	0.5773502692
58	370	0.1203858531
58	755	0.3611575593
58	987	0.2730094531
58	1191	0.3440312310
58	1488	0.3045547951
58	1827	0.4380685426
58	1839	0.2870189239
58	2160	0.0676510091
58	2288	0.3415145094
58	2299	0.3230291412
58	2413	0.3497796504
58	2450	0.3772167681
58	2474	0.2786391063
58	2909	0.4095141797
58	3081	0.4544466296
58	3111	0.0774403093
58	3465	0.4045773899
58	4710	0.2022886950
58	4729	0.2948839123
58	4912	0.3127716211
58	4949	0.2085144141
59	328	0.3736323589
59	418	0.1345345588
59	2219	0.4048204524
59	2599	0.4139186772
59	2665	0.5381382352
59	2693	0.4961389384
59	2791	0.1601281538
59	3072	0.4036036764
59	3089	0.1254363015
59	3618	0.4412613041
59	3713	0.5012804118
59	4806	0.1672484020
60	717	0.3846153846
60	814	0.4296689244
60	1267	0.4296689244
60	1347	0.3580574370
60	2458	0.4961389384
60	2799	0.6227523688
60	3253	0.4193139347
60	3611	0.4160251472
60	4077	0.5017452060
60	4229	0.1182624792
60	4402	0.3817708578
60	4697	0.5707817930
61	85	0.3656362121
61	302	0.4763305116
61	508	0.4125143237
61	580	0.4338609156
61	768	0.3894904189
61	937	0.3757345747
61	1171	0.3241018618
61	1260	0.3253956867
61	2106	0.1533929978
61	3033	0.2970442629
61	3167	0.2425356250
61	3196	0.1034175380
61	3198	0.3241018618
61	4268	0.4721336852
61	4440	0.0951302988
61	4918	0.5009794329
62	101	0.2772184966
62	1076	0.3218393429
62	1307	0.3757345747
62	1521	0.1058512248
62	1709	0.2910427500
62	2097	0.2646280620
62	2409	0.3889222341
62	2708	0.3338489304
62	2924	0.2169304578
62	3491	0.4387634545
62	3535	0.2193817272
62	3740	0.0588235294
62	3928	0.3086974533
62	4200	0.3131121455
62	4661	0.4001633653
62	4847	0.3166205144
63	421	0.5005173307
63	610	0.2420910131
63	927	0.2995723448
63	1005	0.2631806780
63	1014	0.1380131119
63	1061	0.4629100499
63	1736	0.3636964837
63	1824	0.1210455065
63	1971	0.3149703942
63	2210	0.4663724022
63	2443	0.4536323544
63	2517	0.3711537445
63	2736	0.3742405943
63	2913	0.0975900073
63	3127	0.3299144395
63	3165	0.3818813079
63	3433	0.3843711068
63	3749	0.3026137663
63	4832	0.4830458915
64	102	0.2716942443
64	208	0.3429971703
