u	v	similarity
13	7759	0.3894904189
13	7843	0.4682929058
13	8085	0.6204533875
13	9497	0.4451319073
13	10227	0.4291975376
13	11703	0.4738791022
13	13068	0.4014775343
13	16421	0.4856618643
13	16749	0.0764719113
13	17702	0.3901994863
13	17982	0.1112829768
13	19532	0.4775669329
14	1311	0.4385290097
14	2084	0.3162277660
14	5648	0.4898979486
14	6917	0.4518480571
14	11344	0.3741657387
14	15387	0.4830458915
14	16651	0.3067859955
14	17464	0.3651483717
14	19033	0.1581138830
15	866	0.3333333333
15	2757	0.3227486122
15	2809	0.3580574370
15	3518	0.3042903097
15	3628	0.3380617019
15	8715	0.2886751346
15	11229	0.4472135955
15	11262	0.4216370214
15	12003	0.3464101615
15	12293	0.5063696835
15	14252	0.3131121455
15	14287	0.3580574370
15	16974	0.1333333333
15	17970	0.2070196678
16	1335	0.1252448582
16	1832	0.3796283012
16	2098	0.0808452083
16	2154	0.3656362121
16	2251	0.4705882353
16	4747	0.5716619505
16	5595	0.5134360308
16	6374	0.4383570038
16	9258	0.4880935301
16	9430	0.6054055146
16	9842	0.1296407447
16	10215	0.4200840252
16	13342	0.5636018620
16	15183	0.4338609156
16	16706	0.5185629788
16	18443	0.5687964590
17	1602	0.4850712501
17	1866	0.4001633653
17	3109	0.4451319073
17	3610	0.3796283012
17	4165	0.4880935301
17	4872	0.5183439448
17	5649	0.5882352941
17	6711	0.5292561240
17	7207	0.5850179393
17	8212	0.4850712501
17	9909	0.5381382352
17	11621	0.1400280084
17	11873	0.5457051563
17	14172	0.5784812208
17	18575	0.3757345747
17	19974	0.4446486459
18	264	0.0978231976
18	1936	0.5146749286
18	2771	0.4954336943
18	6312	0.4890096469
18	7818	0.4558423058
18	9101	0.4139186772
18	9133	0.0778498944
18	10881	0.4923659639
18	10932	0.4139186772
18	11014	0.4954336943
18	11027	0.6668313367
18	11199	0.6227991553
18	12580	0.4730499168
18	13244	0.1100963765
18	15768	0.6722139970
18	16021	0.4923659639
18	16032	0.5539117094
18	16955	0.4522670169
18	18853	0.5170876900
18	19848	0.5000000000
18	19906	0.4308202184
19	163	0.1296407447
19	1787	0.7058823529
19	2716	0.6482037236
19	3667	0.7134772412
19	5082	0.6063390626
19	5235	0.6859943406
19	6721	0.5833833512
19	7645	0.6351073488
19	8015	0.8235294118
19	9302	0.5381382352
19	10092	0.5850179393
19	11393	0.6470588235
19	12348	0.4705882353
19	13326	0.8273403040
19	14183	0.5882352941
19	17730	0.6669729688
20	517	0.3757345747
20	2018	0.6713171133
20	4055	0.5012804118
20	8245	0.5163977795
20	9120	0.5009794329
20	9775	0.6085806195
20	11349	0.6454972244
20	12386	0.5331139900
20	14075	0.5962847940
20	14453	0.5217491947
20	15285	0.5504818826
20	15859	0.6210590034
20	17372	0.5477225575
20	19694	0.5333333333
21	186	0.5625000000
21	413	0.5735393347
21	779	0.6149186938
21	1419	0.4522670169
21	2985	0.3015113446
21	3736	0.4743416490
21	3873	0.5000000000
21	6030	0.0790569415
21	6531	0.4853626717
21	6841	0.1336306210
21	8821	0.4166666667
21	11301	0.1000000000
21	14586	0.5547001962
21	15912	0.0729324957
21	17447	0.4330127019
22	556	0.5500000000
22	1626	0.0745355992
22	2206	0.3340765524
22	3108	0.4014775343
22	4200	0.4375000000
22	4610	0.4472135955
22	9788	0.4330127019
22	12914	0.1066003582
22	16223	0.4853626717
22	17184	0.4014775343
22	18169	0.6708203932
22	18647	0.1212678125
22	19111	0.4500000000
22	19348	0.3779644730
22	19552	0.5051814855
23	1748	0.1012739367
23	1820	0.2927700219
23	1981	0.2760262237
23	2384	0.2201927530
23	4022	0.3131121455
23	5792	0.1217161239
23	6282	0.1854955583
23	6298	0.1777046633
23	8718	0.1100963765
23	15517	0.2666666667
23	18193	0.2864459496
23	18432	0.1615145706
23	19087	0.2961744389
23	19827	0.1490711985
24	4322	0.1259881577
24	4959	0.4447495900
24	6276	0.5378528742
24	6384	0.4780914437
24	6549	0.1336306210
24	9297	0.1226278679
24	9910	0.0992583334
24	11834	0.5039526307
24	13578	0.4558423058
24	14752	0.4285714286
24	16505	0.4537426065
24	17535	0.4629100499
24	19043	0.4780914437
25	806	0.2357022604
25	1029	0.4260064336
25	1348	0.2721655270
25	1544	0.3779644730
25	2971	0.1421338109
25	3482	0.2842676218
25	4451	0.2777777778
25	4901	0.3333333333
25	6085	0.3142696805
25	10639	0.3402069087
25	11139	0.1259881577
25	13528	0.4264014327
25	15676	0.4714045208
25	15868	0.2842676218
25	16461	0.2614881802
25	16937	0.3333333333
25	17480	0.2041241452
26	3020	0.5070925528
26	3581	0.1690308509
26	5096	0.3265986324
26	6293	0.4082482905
26	8795	0.3002346500
26	9665	0.3067859955
26	12710	0.3354101966
26	16822	0.2535462764
26	19403	0.3508232077
27	109	0.6388765650
27	342	0.0890870806
27	558	0.5041841734
27	610	0.4879500365
27	2072	0.4909902530
27	2712	0.3415650255
27	3841	0.4913538149
27	4381	0.4899789435
27	6740	0.4391550328
27	9762	0.5592589407
27	9805	0.6000991981
27	10470	0.3988620176
27	10770	0.5197011504
27	10900	0.4913538149
27	11000	0.5237849266
27	11230	0.5361109642
27	11483	0.4454354032
27	11515	0.4899789435
27	12367	0.0944911183
27	12779	0.4183300133
27	14183	0.0916698497
27	15093	0.5493502656
27	15758	0.5050762723
27	15879	0.5819143740
27	16278	0.4780914437
27	17645	0.6628489804
27	18186	0.4125143237
28	105	0.3337119062
28	273	0.4225771274
28	485	0.3077935056
28	1260	0.2886751346
28	1312	0.3796283012
28	1890	0.2860387768
28	2073	0.1118033989
28	3474	0.3265986324
28	6354	0.3265986324
28	8519	0.2573251177
28	13170	0.2797514425
28	14101	0.2828427125
28	16440	0.2631174058
28	16751	0.1917412472
28	17464	0.1290994449
28	18645	0.3464101615
28	18826	0.3263766829
28	18839	0.2581988897
28	19982	0.3130495168
29	210	0.4041451884
29	1968	0.4166666667
29	5181	0.3202563076
29	5516	0.4522670169
29	7238	0.4351941399
29	10040	0.5604485383
29	10596	0.3779644730
29	11909	0.2649064714
29	12325	0.4082482905
29	16101	0.0727392967
29	16441	0.5000000000
30	498	0.2229112850
30	640	0.2528608687
30	921	0.1203858531
30	2902	0.3860936713
30	3538	0.2229112850
30	3833	0.3640126042
30	4740	0.3768673314
30	4824	0.2861833503
30	6442	0.3230291412
30	8330	0.2528608687
30	8376	0.2153527608
30	8478	0.1635721640
30	9240	0.3440312310
30	9963	0.4343402318
30	13095	0.4086514988
30	13569	0.2422718559
30	14076	0.2391824366
30	14119	0.2606430176
30	18129	0.1203858531
30	19069	0.2930803241
30	19120	0.3931785497
30	19296	0.0659380473
31	5263	0.3768891807
31	9878	0.4670993665
31	11111	0.1049727762
31	12299	0.4387634545
31	13320	0.4150286783
31	14123	0.4387634545
31	15490	0.3772167681
31	16977	0.3768891807
31	18203	0.1611645928
31	19451	0.1285648693
32	518	0.4842001247
32	1129	0.4588314677
32	1434	0.5726562867
32	2567	0.6120563725
32	2607	0.5960395607
32	4007	0.6515837655
32	5216	0.5078333751
32	6188	0.7175473099
32	6195	0.5407380704
32	6913	0.5735393347
32	9310	0.1272569526
32	10477	0.5726562867
32	11833	0.7233393493
32	12641	0.7181848465
32	12928	0.1226278679
32	13935	0.4635863250
32	14750	0.6882472016
32	18477	0.1147078669
33	660	0.3055050463
33	1691	0.3175536744
33	2783	0.4909902530
33	3602	0.0930484210
33	3854	0.2439750182
33	3878	0.3927922024
33	5617	0.2275078776
33	6014	0.3026137663
33	7904	0.2420910131
33	9708	0.2760262237
33	12195	0.2646280620
33	13325	0.2927700219
33	13464	0.0549857399
33	15025	0.3299144395
33	15257	0.2182178902
33	15666	0.3359684205
33	16196	0.4057411125
33	16589	0.2817180849
33	18342	0.3998933760
33	19773	0.2573957808
34	564	0.4909902530
34	1858	0.3649002246
34	3636	0.5000000000
34	3882	0.4518480571
34	4468	0.5051814855
34	4661	0.5604485383
34	6661	0.3227486122
34	8727	0.5330017909
34	9254	0.5625000000
34	10019	0.5330017909
34	10779	0.4419417382
34	11901	0.5292377468
34	13427	0.3125000000
34	14392	0.3872983346
34	19699	0.1178511302
35	397	0.3344968040
35	5778	0.4150286783
35	6626	0.1906925178
35	6674	0.3481553119
35	8986	0.4264014327
35	11042	0.2611164839
35	13851	0.3947710170
35	15704	0.3813850357
35	16535	0.5276448530
35	19766	0.1348399725
36	2126	0.6963106238
36	2157	0.4803844614
36	4278	0.5000000000
36	5284	0.4330127019
36	7107	0.5051814855
36	8612	0.5000000000
36	13359	0.4803844614
36	14430	0.1601281538
36	17969	0.5217491947
36	18336	0.6708203932
36	18614	0.2738612788
37	713	0.5031152949
37	1064	0.5270462767
37	1376	0.4472135955
37	2737	0.6573757351
37	4521	0.6155870113
37	6717	0.6454972244
37	6817	0.6139406135
37	8260	0.1084652289
37	8327	0.1290994449
37	9458	0.4719399037
37	10307	0.6201736729
37	11006	0.3077935056
37	11903	0.4518480571
37	13231	0.4880935301
37	13241	0.5378528742
37	13523	0.4045199175
37	14590	0.4216370214
37	15272	0.5797509044
37	17422	0.1154700538
38	2957	0.5547001962
38	3225	0.5547001962
38	4990	0.4181210050
38	5991	0.6201736729
38	6042	0.1601281538
38	6110	0.3202563076
38	10356	0.5090278104
38	12186	0.5547001962
38	12640	0.5977625777
38	18144	0.5229763604
38	18463	0.5188745217
38	19098	0.5547001962
39	2498	0.3131121455
39	3946	0.3338489304
39	5613	0.3363363970
39	5858	0.1058512248
39	6094	0.3031695313
39	7950	0.3253956867
39	11276	0.4036955611
39	12817	0.2782074420
39	13350	0.3331483023
39	14165	0.3377602647
39	14618	0.4338609156
39	15439	0.3757345747
39	16756	0.2068350760
39	16816	0.4045773899
39	17188	0.3429971703
39	18140	0.1176470588
40	73	0.0952380952
40	508	0.5832118435
40	776	0.6270894413
40	1534	0.5447047794
40	1851	0.4409585518
40	2231	0.4605661865
40	3098	0.5006261743
40	4088	0.4780914437
40	5460	0.0525406937
40	5742	0.4409585518
40	7963	0.4409585518
40	10244	0.6772962120
40	10482	0.4830458915
40	11474	0.4391550328
40	12862	0.4364357805
40	13867	0.4507489359
40	17595	0.4841820261
40	18180	0.5143444999
40	19811	0.1380131119
40	19990	0.5143444999
41	577	0.5457051563
41	1427	0.1252448582
41	1572	0.3638034376
41	2115	0.4200840252
41	3491	0.5185629788
41	4493	0.3757345747
41	8882	0.5170876900
41	9712	0.0844400662
41	10648	0.0797452223
41	11680	0.5716619505
41	12555	0.0786889475
41	13315	0.4763305116
41	14393	0.1212678125
41	15391	0.4451319073
41	17269	0.5007733957
41	18561	0.4763305116
42	180	0.5056498968
42	317	0.4564354646
42	531	0.5720775535
42	2608	0.5196152423
42	3188	0.4518480571
42	4996	0.4961389384
42	6722	0.4472135955
42	7261	0.3227486122
42	8990	0.1025978352
42	9252	0.4778895044
42	12324	0.3689323937
42	12395	0.5838742081
42	12426	0.4618802154
42	14549	0.5378528742
42	15485	0.1154700538
42	15974	0.3872983346
42	16746	0.4982728791
42	18204	0.1195228609
42	19766	0.4000000000
43	3888	0.3069703068
43	4358	0.1272569526
43	6349	0.3846153846
43	7530	0.3997040325
43	8331	0.2773500981
43	10785	0.3922322703
43	13524	0.5726562867
43	14328	0.2401922307
43	16147	0.1601281538
43	17364	0.4708709558
43	18879	0.4003203845
43	19817	0.3329560459
44	276	0.4522670169
44	3736	0.1490711985
44	4031	0.4567734398
44	5297	0.2946278255
44	5372	0.3931785497
44	7389	0.4242640687
44	7445	0.2777777778
44	7566	0.4573295604
44	8770	0.5144957554
44	10273	0.3429971703
44	10333	0.3386670053
44	10893	0.4020151261
44	11175	0.3984095364
44	11832	0.4296014884
44	14486	0.5303300859
44	15027	0.5689945424
44	15827	0.2108185107
45	540	0.5547001962
45	1858	0.4170288281
45	3648	0.5303300859
45	3714	0.4014775343
45	4468	0.3608439182
45	4661	0.5204164999
45	6661	0.4518480571
45	8516	0.4412613041
45	8693	0.1147078669
45	10019	0.4797016118
45	10779	0.4861359121
45	12596	0.4008918629
45	14854	0.4797016118
45	16664	0.0790569415
45	17726	0.1147078669
46	319	0.4505635569
46	922	0.4461089081
46	1852	0.5151221964
46	2524	0.3311330893
46	5120	0.1001252349
46	6718	0.5090278104
46	8418	0.3973597071
46	8958	0.4866642634
46	8959	0.2766857855
46	9940	0.3311330893
46	11829	0.3504383220
46	13563	0.5047146145
46	14490	0.3311330893
46	14937	0.4686157551
46	15850	0.2901905000
46	16601	0.5505977613
46	18148	0.3181423815
46	19946	0.4214636152
47	321	0.4545686450
47	1719	0.3223291856
47	1860	0.3840122886
47	2115	0.1543033500
47	2132	0.1091089451
47	5682	0.4583492485
47	8583	0.4285714286
47	10536	0.3779644730
47	10638	0.4830458915
47	11347	0.0771516750
47	13330	0.3585685828
47	14647	0.1611645928
47	15527	0.5039526307
48	150	0.6666666667
48	1686	0.5217491947
48	1791	0.1556997888
48	2609	0.2981423970
48	2738	0.4296689244
48	4636	0.5383819021
48	6683	0.6227991553
48	9756	0.3726779962
48	12707	0.4868644956
48	13328	0.5333333333
48	16476	0.3757345747
48	16915	0.4296689244
48	17303	0.6085806195
48	19251	0.1380131119
49	2493	0.4038227040
49	2860	0.4082482905
49	2987	0.1069044968
49	4804	0.3666793988
49	5688	0.3585685828
49	11167	0.5015503913
49	14020	0.3988620176
49	15705	0.4409585518
49	15873	0.2760262237
49	15927	0.3970333336
49	16961	0.0960030721
49	19652	0.2519763153
49	19782	0.3241018618
50	887	0.5503338837
50	1656	0.5883484054
50	2787	0.5217491947
50	3467	0.3553345273
50	3749	0.4260064336
50	3768	0.5000000000
50	3811	0.3726779962
50	5660	0.5555555556
50	6775	0.6030226892
50	7555	0.2434322478
50	9792	0.6123724357
50	9897	0.3689323937
50	10174	0.0924500327
50	10410	0.4573295604
50	10959	0.5406205059
50	11702	0.4260064336
50	12220	0.4576043153
51	1334	0.2500000000
51	2473	0.1230914910
51	3100	0.2100420126
51	5886	0.3726779962
51	11008	0.2222222222
51	11540	0.3311330893
51	12883	0.3086066999
51	17037	0.3077287274
51	18153	0.2165063509
51	18476	0.1111111111
51	19814	0.1324532357
52	482	0.3636363636
52	671	0.4387634545
52	2654	0.5853694070
52	2957	0.3015113446
52	3225	0.4221158824
52	3737	0.1556997888
52	5988	0.4351941399
52	12640	0.4332242889
52	16745	0.4264014327
52	19479	0.2335496832
53	331	0.5042027933
53	4013	0.3423811916
53	6370	0.4866642634
53	8193	0.3785166493
53	8720	0.3157894737
53	9941	0.3350831266
53	10205	0.2262942859
53	11604	0.1226278679
53	12346	0.3157894737
53	12831	0.4210526316
53	13438	0.4014775343
53	13870	0.3003757046
53	16396	0.4588314677
53	16498	0.4210526316
53	16592	0.4738791022
53	18276	0.1226278679
53	18410	0.3834128906
53	19931	0.4480107683
54	1509	0.5015503913
54	1952	0.4196271637
54	2346	0.6747351766
54	2442	0.4611565964
54	2595	0.5147915617
54	3470	0.7019641182
54	3513	0.3730019233
54	3987	0.5114628070
54	4236	0.4654478265
54	4397	0.2364331219
54	4500	0.6086956522
54	4898	0.3720805503
54	5410	0.3405026123
54	5587	0.3426241444
54	6604	0.4568321926
54	7134	0.7115555920
54	8109	0.4285973077
54	9486	0.3686048904
54	9526	0.5934424261
54	9541	0.4059060549
54	9713	0.2979397858
54	9812	0.0521286035
54	10054	0.2948839123
54	10584	0.4568321926
54	11038	0.3686048904
54	11181	0.4648790509
54	11574	0.3680373690
54	11640	0.5013026509
54	11732	0.4334607234
54	12294	0.5204834388
54	12683	0.0715198540
54	12686	0.5029556908
54	13069	0.0761386988
54	13107	0.4423258685
54	13153	0.4728662437
54	14177	0.4648790509
54	14866	0.5329708913
54	15013	0.6698938453
54	15359	0.4256282654
54	16390	0.3426241444
54	17368	0.5493991854
54	17385	0.3317444013
54	17430	0.0695048047
54	19247	0.5572782126
54	19526	0.5493991854
55	877	0.1490711985
55	2367	0.5443310540
55	2404	0.3600411499
55	3830	0.3872983346
55	4501	0.4682929058
55	4562	0.4001633653
55	6988	0.4020151261
55	7049	0.4264014327
55	8448	0.3333333333
55	10250	0.4351941399
55	11802	0.4330127019
55	13345	0.4513354669
55	13731	0.1307440901
55	14661	0.2571722499
55	18523	0.4225001482
55	19020	0.4001633653
55	19470	0.4743416490
56	5420	0.2721655270
56	7716	0.1986798536
56	8262	0.2357022604
56	9359	0.2981423970
56	9809	0.2264554068
56	11846	0.3149703942
56	12611	0.2721655270
56	14420	0.2309401077
56	16448	0.3227486122
56	17118	0.1740776560
56	19592	0.2525907428
57	569	0.4618802154
57	2505	0.5367450401
57	4754	0.4868644956
57	4917	0.4738791022
57	5381	0.4666666667
57	9394	0.2148344622
57	10959	0.1076763804
57	11053	0.5270462767
57	11397	0.5333333333
57	13566	0.4000000000
57	13897	0.5477225575
57	14507	0.6210590034
57	15471	0.6000000000
57	18928	0.0958926603
58	192	0.4954336943
58	345	0.1066003582
58	603	0.1230914910
58	1256	0.3856946079
58	1373	0.4730499168
58	1802	0.0791807582
58	2643	0.4499770426
58	3096	0.4139186772
58	4214	0.3988620176
58	5646	0.0545951090
58	7865	0.4308202184
58	10873	0.5330017909
58	11183	0.4558423058
58	13002	0.4558423058
58	13201	0.0978231976
58	13880	0.5128225941
58	14782	0.0852802865
58	16069	0.5321811564
58	16334	0.0930484210
58	17537	0.3853373178
58	19822	0.3692744729
59	722	0.3118047822
59	1133	0.3569664467
59	1910	0.2567762955
59	1913	0.0796819073
59	2166	0.3673154433
59	3637	0.3328751430
59	4407	0.3105295017
59	5549	0.2760262237
59	6002	0.2567762955
59	6088	0.2439750182
59	6428	0.3105295017
59	7250	0.2477973139
59	8563	0.3464674336
59	9274	0.2477973139
59	10313	0.2302830932
59	10436	0.1951800146
59	10808	0.4643985105
59	11137	0.3450327797
59	11347	0.3340765524
59	11771	0.2831969302
59	12169	0.2245443566
59	12174	0.3693675009
59	14106	0.3368165349
59	15108	0.0727392967
59	15315	0.2631806780
59	15659	0.3903600292
59	15810	0.3910371503
59	16041	0.3367175149
59	17066	0.2760262237
59	17292	0.2567762955
59	17498	0.2619684160
59	17687	0.0890870806
59	17785	0.2886751346
59	18683	0.3471825374
59	19140	0.3539191986
59	19540	0.2886751346
59	19619	0.2995723448
59	19649	0.1973855085
59	19794	0.0771516750
59	19932	0.3585685828
59	19952	0.2061965247
60	476	0.3822764258
60	1483	0.2364331219
60	1941	0.3152441625
60	2045	0.3218393429
60	3573	0.3940552031
60	4047	0.5090254738
60	5025	0.4291191239
60	5819	0.5732115042
60	7069	0.2860794159
60	7083	0.4307055216
60	7199	0.5417363389
60	7770	0.6388825514
60	7960	0.4504426165
60	8185	0.3152441625
60	8377	0.3830654388
60	8923	0.0628694613
60	9023	0.4928271104
60	9119	0.0455015755
60	9234	0.4086514988
60	9544	0.4919003695
60	9889	0.3956282840
60	11218	0.5006389779
60	11371	0.0932504808
60	12200	0.3405026123
60	12322	0.3956282840
60	12826	0.4213504858
60	12975	0.3822764258
60	13005	0.3806934938
60	14921	0.0491473187
60	15076	0.3556433796
60	16126	0.4213504858
60	16444	0.3720805503
60	17059	0.4952217334
60	17157	0.3996690502
60	17791	0.0851256531
60	18067	0.3822764258
60	18091	0.3152441625
60	18158	0.3680373690
60	18176	0.3382550457
60	18421	0.3074377310
60	18498	0.2553769592
60	18601	0.0659380473
60	18763	0.3822764258
60	19396	0.4037864265
60	19874	0.5828155052
61	483	0.4719399037
61	5546	0.5976143047
61	5728	0.4961389384
61	5781	0.5773502692
61	5817	0.1290994449
61	6796	0.6708203932
61	9243	0.5773502692
61	9511	0.5809475019
61	9735	0.5642880936
61	9779	0.1240347346
61	11946	0.5163977795
61	14463	0.6454972244
61	16274	0.5773502692
61	16296	0.6343350474
61	16349	0.0803219329
61	16683	0.0894427191
61	18471	0.5642880936
61	18570	0.6454972244
61	18612	0.3913118961
62	774	0.4588314677
62	2538	0.2357022604
62	8215	0.4691574316
62	9904	0.3333333333
62	11280	0.3227486122
62	12007	0.3768891807
62	12471	0.2371708245
62	12501	0.3779644730
62	12628	0.2080125736
62	15027	0.0928476691
62	15673	0.2165063509
62	17624	0.3202563076
62	17845	0.3061862178
62	19403	0.1386750491
62	19424	0.3638034376
63	265	0.7130240959
63	2149	0.7412493167
63	4021	0.6573757351
63	4672	0.7244616763
63	5569	0.7130240959
63	7991	0.6681531048
63	11068	0.5400617249
63	11592	0.5248906592
63	13370	0.5520524475
63	13497	0.6948792290
63	15056	0.6172133998
63	15937	0.5520524475
63	17549	0.5833833512
64	111	0.2726392706
64	858	0.2165740409
64	1133	0.4037985849
64	1721	0.3225911354
64	1910	0.2165740409
64	2714	0.2254174087
64	3020	0.0834783871
64	3132	0.2444506035
64	3347	0.2605158436
64	3637	0.2450255567
64	4405	0.4166547105
64	5593	0.3756527420
64	5730	0.3681050869
64	6798	0.2598888491
64	7321	0.3256448045
64	8191	0.4032389193
64	8563	0.3825460278
64	8566	0.2576735608
64	10969	0.0901669635
64	11347	0.3381261130
64	12174	0.4328729798
64	12468	0.2165740409
64	12517	0.3032036573
64	13431	0.3787770095
64	13498	0.3767052875
64	14106	0.2651439067
64	14454	0.3167782064
64	15222	0.2822672435
64	15315	0.2663708633
64	15400	0.0834783871
